word	part_of_speech	major	minor
종일02/종일01	부사/명사	개념	시간
종종	부사	개념	빈도
종착역	명사	사회생활	교통 이용 장소
좋다	형용사	인간	감정
좋아하다	동사	인간	감정
좌뇌00	명사	인간	신체 부위
좌우	명사	개념	위치 및 방향
좌절	명사	인간	감정
좌측	명사	개념	위치 및 방향
좌회전	명사	개념	위치 및 방향
죄	명사	정치와 행정	사법 및 치안 행위
죄송스럽다	형용사	인간	감정
죄송하다	형용사	인간	감정
죄인	명사	정치와 행정	사법 및 치안 주체
죄책감	명사	인간	감정
주06/주04	의존명사/명사	개념	세는 말
주가	명사	경제생활	경제 수단
주간04/주간05	명사/의존명사	개념	세는 말
주거	명사	주생활	주거 행위
주거지	명사	개념	지역
주고받다	동사	사회생활	사회 활동
주관적01∙주관적02	관형사∙명사	인간	태도
주권	명사	정치와 행정	정치 및 행정 행위
주년	의존명사	개념	세는 말
주다01	동사	사회생활	사회 활동
주다01	동사	사회생활	사회 활동
주다01	동사	사회생활	사회 활동
주로	부사	개념	정도
주류02	명사	식생활	음료
주름	명사	인간	신체 변화
주름	명사	의생활	옷의 부분
주름살	명사	인간	신체 변화
주말	명사	개념	시간
주머니	명사	의생활	옷의 부분
주머니	명사	의생활	옷의 부분
주먹	명사	인간	신체 부위
주무르다	동사	인간	신체에 가하는 행위
주무시다	동사	삶	일상 행위
주문02	명사	경제생활	경제 행위
주민	명사	인간	사람의 종류
주방	명사	식생활	식생활 관련 장소
주범	명사	정치와 행정	사법 및 치안 주체
주변02	명사	개념	위치 및 방향
주부	명사	사회생활	직업
주사01	명사	삶	치료 행위
주스	명사	식생활	음료
주식01	명사	식생활	음식
주식02	명사	경제생활	경제 수단
주어	명사	교육	학문 용어
주역	명사	문화	문화 활동 주체
주연01	명사	문화	문화 활동 주체
주위	명사	개념	위치 및 방향
주위	명사	개념	위치 및 방향
주유소	명사	경제생활	경제 행위 장소
주인	명사	경제생활	경제 행위 주체
주인공	명사	인간	사람의 종류
주일03/주일02	의존명사/명사	개념	세는 말
주장02	명사	사회생활	언어 행위
주저앉다	동사	인간	신체 행위
주전자	명사	식생활	조리 도구
주차	명사	사회생활	교통 이용 행위
주차료	명사	경제생활	경제 수단
주차장	명사	사회생활	교통 이용 장소
주택	명사	주생활	건물 종류
주택가	명사	주생활	주거 지역
주황색	명사	개념	색깔
죽03	명사	식생활	음식
죽다01	동사	삶	삶의 행위
죽음	명사	삶	삶의 행위
준비물	명사	교육	학습 관련 사물
줄기	명사	동식물	식물의 부분
줄넘기	명사	삶	여가 활동
줄다	동사	개념	양
줄다	동사	개념	양
줄다	동사	개념	양
줄다리기	명사	삶	여가 도구
줄어들다	동사	개념	양
줄이다	동사	개념	양
줄이다	동사	개념	양
줄이다	동사	개념	양
중01	명사	종교	종교인
중03	의존명사	개념	시간
중03	의존명사	개념	시간
중간	명사	개념	위치 및 방향
중간	명사	개념	위치 및 방향
중개	명사	사회생활	사회 활동
중개인	명사	사회생활	직업
중고차	명사	사회생활	교통수단
중국	명사	개념	지역
중국어	명사	사회생활	말
중국인00	명사	인간	사람의 종류
중국집	명사	식생활	식생활 관련 장소
중급	명사	개념	정도
중년	명사	삶	삶의 상태
중독	명사	삶	병과 증상
중독	명사	삶	병과 증상
중력	명사	교육	학문 용어
중반	명사	개념	순서
중병00	명사	삶	병과 증상
중부	명사	개념	지역
중세	명사	개념	시간
중소	명사	개념	모양
중소기업	명사	경제생활	경제 행위 주체
중순	명사	개념	시간
중식	명사	식생활	음식
중심	명사	개념	위치 및 방향
중심지	명사	개념	지역
중앙	명사	개념	위치 및 방향
중얼거리다	동사	사회생활	언어 행위
중요	명사	개념	정도
중증	명사	삶	병과 증상
중학교	명사	교육	교육 기관
중학생	명사	교육	교수 학습 주체
중형차	명사	사회생활	교통수단
쥐01	명사	동식물	동물류
즈음	의존명사	개념	시간
즉석	명사	개념	시간
즉시	명사	개념	시간
즐거움	명사	인간	감정
즐거워하다	동사	인간	감정
즐겁다	형용사	인간	감정
즐기다	동사	삶	여가 활동
즐비하다	형용사	개념	모양
즙	명사	식생활	음식
-증01	접사	삶	병과 증상
증가세	명사	경제생활	경제 상태
증거	명사	정치와 행정	사법 및 치안 행위
증권	명사	경제생활	경제 수단
증명	명사	교육	학문 행위
증상	명사	삶	병과 증상
증세01	명사	삶	병과 증상
증오	명사	인간	감정
지각02	명사	교육	교수 학습 행위
지각01	명사	인간	인지 행위
지갑	명사	의생활	모자, 신발, 장신구
지겹다	형용사	인간	감정
지구02	명사	자연	천체
지구력	명사	인간	능력
지구촌	명사	개념	위치 및 방향
지그시	부사	개념	정도
지극하다	형용사	개념	정도
지극히	부사	인간	태도
지금02/지금01	부사/명사	개념	시간
지금02/지금01	부사/명사	개념	시간
지껄이다	동사	사회생활	언어 행위
지나가다	동사	인간	신체 행위
지나다	동사	개념	시간
지나다	동사	개념	시간
지난날	명사	개념	시간
지난달	명사	개념	시간
지난번	명사	개념	시간
지난주	명사	개념	시간
지난해	명사	개념	시간
지내다	동사	삶	삶의 행위
지내다	동사	삶	삶의 행위
지능	명사	인간	능력
지다01	동사	자연	기상 및 기후
지다01	동사	자연	기상 및 기후
지다02	동사	사회생활	사회 활동
지대	명사	자연	지형
지도01	명사	교육	학습 관련 사물
지도자	명사	정치와 행정	정치 및 행정 주체
지독하다	형용사	개념	정도
지르다03	동사	인간	신체 행위
지름	명사	교육	학문 용어
지문02	명사	인간	신체 부위
지방01	명사	개념	지역
지방01	명사	개념	지역
지불	명사	경제생활	경제 행위
지붕	명사	주생활	주택 구성
지사01	명사	경제생활	경제 행위 장소
지성02	명사	인간	능력
지시	명사	사회생활	사회 활동
지식인	명사	인간	사람의 종류
지역	명사	개념	지역
지옥	명사	종교	종교어
지우개	명사	교육	학습 관련 사물
지원01	명사	사회생활	직장 생활
지원금	명사	경제생활	경제 수단
지위	명사	사회생활	직위
지인	명사	사회생활	인간관계
지저분하다	형용사	주생활	주거 상태
지점01	명사	경제생활	경제 행위 장소
지점02	명사	개념	위치 및 방향
지진	명사	자연	재해
지출	명사	경제생활	경제 행위
지치다01	동사	인간	체력 상태
지키다	동사	사회생활	사회 활동
지키다	동사	사회생활	사회 활동
지퍼	명사	의생활	옷의 부분
지폐	명사	경제생활	경제 수단
지하	명사	주생활	주택 구성
지하도	명사	사회생활	교통 이용 장소
지하실	명사	주생활	주택 구성
지하철	명사	사회생활	교통수단
지하철역	명사	사회생활	교통 이용 장소
지형	명사	자연	지형
지혜	명사	인간	능력
지혜롭다	형용사	인간	능력
직무	명사	사회생활	직장 생활
직업	명사	사회생활	직업
직원	명사	사회생활	직위
직위	명사	사회생활	직위
직장	명사	사회생활	직장
직장	명사	사회생활	직장
직장인	명사	사회생활	직업
직전	명사	개념	시간
직종	명사	사회생활	직업
직진	명사	개념	위치 및 방향
직후	명사	개념	시간
진공청소기	명사	주생활	생활용품
진단	명사	삶	치료 행위
진단서	명사	삶	치료 행위
진땀	명사	인간	생리 현상
진료	명사	삶	치료 행위
진술	명사	사회생활	언어 행위
진심	명사	인간	감정
진정01	부사	인간	감정
진정02	명사	인간	감정
진정하다01	형용사	인간	감정
진지01	명사	식생활	음식
진지하다	형용사	인간	태도
진찰	명사	삶	치료 행위
진출	명사	사회생활	사회 활동
진취적01∙진취적02	관형사∙명사	인간	태도
진통제	명사	삶	약품류
진하다	형용사	개념	정도
진하다	형용사	개념	정도
진하다	형용사	개념	정도
진학	명사	교육	교수 학습 행위
진행자	명사	인간	사람의 종류
진흙	명사	자연	지표면 사물
질기다	형용사	개념	성질
질량	명사	교육	학문 용어
질문	명사	사회생활	언어 행위
질병	명사	삶	병과 증상
질서	명사	사회생활	사회 활동
질의	명사	사회생활	언어 행위
질투	명사	인간	감정
질환	명사	삶	병과 증상
짐승	명사	동식물	동물류
짐작	명사	인간	인지 행위
집01	명사	주생활	건물 종류
집값	명사	경제생활	경제 수단
집다	동사	인간	신체 행위
집들이	명사	사회생활	사회 활동
집세	명사	경제생활	경제 수단
집안일	명사	주생활	가사 행위
집중	명사	인간	태도
집중력	명사	인간	능력
집중적01∙집중적02	관형사∙명사	인간	태도
짓밟다	동사	인간	신체 행위
징그럽다	형용사	인간	감정
징역	명사	정치와 행정	사법 및 치안 행위
짖다	동사	동식물	동식물 행위
짙다	형용사	개념	색깔
짚다	동사	인간	신체 행위
짜다03	형용사	식생활	맛
짜릿하다	형용사	인간	감각
짜증	명사	인간	감정
짜증스럽다	형용사	인간	감정
짝01	명사	개념	세는 말
짝사랑	명사	인간	감정
짝수	명사	개념	수
짠맛	명사	식생활	맛
짤막하다	형용사	개념	모양
짧다	형용사	개념	모양
짬뽕	명사	식생활	음식
째려보다	동사	인간	신체 행위
쩔쩔매다	동사	인간	태도
쪼다02	동사	동식물	동식물 행위
쪽05	의존명사	개념	위치 및 방향
쭈그리다	동사	인간	신체 행위
쭉	부사	개념	위치 및 방향
쯧쯧01/쯧쯧02	부사/감탄사	인간	소리
찌개	명사	식생활	음식
찌다01	동사	인간	신체 변화
찌다02	동사	식생활	식사 및 조리 행위
찌들다	동사	삶	삶의 상태
찌르다	동사	인간	신체 행위
찌뿌드드하다	형용사	인간	감각
찌푸리다	동사	자연	기상 및 기후
찌푸리다	동사	인간	신체 행위
찍다02	동사	삶	여가 활동
찜	명사	식생활	음식
찜질	명사	삶	치료 행위
찜질방	명사	삶	여가 시설
찡그리다	동사	인간	신체 행위
찡하다01/찡하다02	동사/형용사	인간	감정
차01	명사	식생활	음료
차02	명사	사회생활	교통수단
차갑다	형용사	개념	온도
차관01	명사	정치와 행정	정치 및 행정 주체
차근차근	부사	인간	태도
차다02	동사	인간	신체 행위
차다03	동사	의생활	의복 착용 행위
차다04	형용사	개념	온도
차도01	명사	사회생활	교통 이용 장소
차량	명사	사회생활	교통수단
차례01	명사	개념	순서
차례02	명사	삶	가족 행사
차로	명사	사회생활	교통 이용 장소
차림	명사	의생활	의복 착용 상태
차림표	명사	식생활	식사 및 조리 행위
차분하다	형용사	인간	성격
차분히	부사	인간	성격
차비	명사	경제생활	경제 수단
차선02	명사	사회생활	교통 이용 장소
차이	명사	개념	정도
차이점	명사	개념	정도
차장01	명사	사회생활	직위
차차	부사	개념	정도
차츰	부사	개념	정도
착각	명사	인간	인지 행위
착륙	명사	사회생활	교통 이용 행위
착실하다	형용사	인간	태도
착오	명사	인간	인지 행위
착용	명사	의생활	의복 착용 행위
착하다	형용사	인간	태도
찬란하다	형용사	개념	밝기
찬물	명사	식생활	음료
찬사	명사	사회생활	언어 행위
찬성	명사	사회생활	사회 활동
참02	부사	개념	정도
참가	명사	사회생활	사회 활동
참기름	명사	식생활	식재료
참맛	명사	식생활	맛
참새	명사	동식물	동물류
참석	명사	사회생활	사회 활동
참석자	명사	인간	사람의 종류
참여	명사	사회생활	사회 활동
참외	명사	식생활	과일
참을성	명사	인간	성격
참치	명사	식생활	식재료
찹쌀	명사	식생활	곡류
창03	명사	주생활	주택 구성
창가01	명사	주생활	주택 구성
창고	명사	주생활	주택 구성
창문	명사	주생활	주택 구성
창백하다	형용사	인간	용모
창업	명사	경제생활	경제 행위
창의력	명사	인간	능력
창의성	명사	인간	능력
창작	명사	문화	문화 활동
창피	명사	인간	감정
찾아가다	동사	사회생활	사회 활동
찾아가다	동사	사회생활	사회 활동
찾아뵙다	동사	사회생활	사회 활동
찾아오다	동사	사회생활	사회 활동
찾아오다	동사	사회생활	사회 활동
채03	의존명사	개념	세는 말
채다03	동사	인간	인지 행위
채소	명사	식생활	채소
채식	명사	식생활	식사 및 조리 행위
채용	명사	사회생활	직장 생활
채팅	명사	사회생활	통신 행위
책	명사	사회생활	매체
책가방	명사	교육	학습 관련 사물
책상	명사	주생활	생활용품
책임	명사	인간	감정
책임감	명사	인간	감정
책임자	명사	인간	사람의 종류
책임지다	동사	사회생활	사회 활동
책장02	명사	주생활	생활용품
챔피언	명사	인간	사람의 종류
처00	명사	정치와 행정	정치 및 행정 주체
처가	명사	삶	친족 관계
처녀	명사	인간	사람의 종류
처마	명사	주생활	주택 구성
처방	명사	삶	치료 행위
처방전	명사	삶	치료 행위
처벌	명사	정치와 행정	사법 및 치안 행위
처음	명사	개념	순서
처지	명사	삶	삶의 상태
처지다	동사	인간	신체 변화
척척02	부사	인간	능력
척추	명사	인간	신체 내부 구성
천01	명사	의생활	옷감
천03/천02	수사/관형사	개념	수
천국	명사	종교	종교어
천둥	명사	자연	기상 및 기후
천막	명사	주생활	건물 종류
천만02‧천만01/천만03	수사‧관형사/명사	개념	수
천사	명사	종교	종교어
천장	명사	주생활	주택 구성
천재01	명사	인간	능력
천주교	명사	종교	종교 유형
천지	명사	자연	천체
천천히	부사	개념	속도
천하다	형용사	삶	삶의 상태
철01	명사	개념	시간
철02	명사	인간	능력
철03	명사	자연	자원
철도	명사	사회생활	교통 이용 장소
철새	명사	동식물	동물류
철저	명사	인간	태도
철학	명사	교육	전공과 교과목
첫	관형사	개념	순서
첫날	명사	개념	순서
첫눈02	명사	자연	기상 및 기후
첫사랑	명사	인간	감정
첫인사	명사	사회생활	언어 행위
첫인상	명사	인간	용모
첫째02‧첫째01/첫째03	수사‧관형사/명사	개념	순서
첫차	명사	사회생활	교통수단
청각	명사	인간	감각
청년	명사	인간	사람의 종류
청바지	명사	의생활	옷 종류
청색	명사	개념	색깔
청소	명사	주생활	가사 행위
청소기	명사	주생활	생활용품
청소년	명사	인간	사람의 종류
청자	명사	사회생활	인간관계
청중	명사	문화	문화 활동 주체
청춘	명사	삶	삶의 상태
청취자	명사	문화	문화 활동 주체
청하다	동사	사회생활	사회 활동
청혼	명사	삶	삶의 행위
체내	명사	인간	신체 부위
체력	명사	인간	능력
체류	명사	주생활	주거 행위
체면	명사	사회생활	사회 활동
체온	명사	개념	온도
체육	명사	교육	전공과 교과목
체육관	명사	삶	여가 시설
체조	명사	삶	여가 활동
체증	명사	삶	병과 증상
체포	명사	정치와 행정	사법 및 치안 행위
체하다02	동사	삶	병과 증상
쳐다보다	동사	인간	신체 행위
초-01	접사	개념	순서
초02	의존명사	개념	시간
초03	의존명사	개념	세는 말
초가을	명사	개념	시간
초겨울	명사	개념	시간
초고속	명사	개념	속도
초급	명사	개념	정도
초기	명사	개념	시간
초대02	명사	사회생활	사회 활동
초대장	명사	사회생활	소통 수단
초등	명사	교육	교육 기관
초등학교	명사	교육	교육 기관
초등학생	명사	교육	교수 학습 주체
초록02	명사	개념	색깔
초록색	명사	개념	색깔
초반	명사	개념	순서
초보자	명사	인간	사람의 종류
초봄	명사	개념	시간
초상01	명사	삶	가족 행사
초순	명사	개념	시간
초승달	명사	자연	천체
초여름	명사	개념	시간
초원	명사	자연	지형
초저녁	명사	개념	시간
초조	명사	인간	감정
초창기	명사	개념	시간
초청	명사	교육	교수 학습 행위
초청장	명사	사회생활	사회 활동
초콜릿	명사	식생활	음식
촉각02	명사	인간	감각
촉촉하다	형용사	인간	감각
촌스럽다	형용사	의생활	의복 착용 상태
총01	명사	정치와 행정	무기
총02	관형사	개념	양
총각	명사	인간	사람의 종류
총리	명사	정치와 행정	정치 및 행정 주체
총액	명사	경제생활	경제 수단
총장	명사	교육	교수 학습 주체
촬영	명사	문화	문화 활동
최고02	명사	개념	정도
최고급	명사	개념	정도
최근	명사	개념	시간
최대	명사	개념	정도
최대한00	부사	개념	정도
최선	명사	인간	태도
최소01	명사	개념	정도
최소한00	부사	개념	정도
최저	명사	개념	정도
최종	명사	개념	순서
최초	명사	개념	순서
최후	명사	개념	순서
추다	동사	삶	여가 활동
추석	명사	개념	시간
추위	명사	자연	기상 및 기후
추천	명사	사회생활	사회 활동
추천서	명사	사회생활	사회 활동
추측	명사	인간	인지 행위
축구02	명사	삶	여가 활동
축구공	명사	삶	여가 도구
축구장	명사	삶	여가 시설
축산물	명사	경제생활	경제 산물
축제	명사	문화	대중문화
축하	명사	사회생활	사회 활동
출구	명사	주생활	주택 구성
출근	명사	사회생활	직장 생활
출근길	명사	사회생활	직장 생활
출금	명사	경제생활	경제 행위
출발	명사	사회생활	교통 이용 행위
출범	명사	정치와 행정	정치 및 행정 행위
출산	명사	삶	삶의 행위
출생	명사	삶	삶의 행위
출석	명사	교육	교수 학습 행위
출입구	명사	주생활	주택 구성
출장	명사	사회생활	직장 생활
출제	명사	교육	교수 학습 행위
출퇴근	명사	사회생활	직장 생활
출판	명사	사회생활	통신 행위
출판사	명사	사회생활	직장
출혈	명사	삶	병과 증상
춤	명사	문화	예술
춤추다	동사	삶	여가 활동
춥다	형용사	자연	기상 및 기후
충격	명사	인간	인지 행위
충고	명사	사회생활	언어 행위
충분하다	형용사	개념	정도
충분히	부사	개념	정도
충실01	명사	인간	태도
충실히02	부사	인간	태도
충족	명사	인간	감정
충치	명사	삶	병과 증상
충혈	명사	삶	병과 증상
취미	명사	삶	여가 활동
취사02	명사	식생활	식사 및 조리 행위
취소	명사	사회생활	사회 활동
취업	명사	사회생활	사회 활동
취업률	명사	경제생활	경제 상태
취재	명사	사회생활	통신 행위
취직	명사	사회생활	직장 생활
취학	명사	교육	교수 학습 행위
취향	명사	인간	태도
층	명사	주생활	주택 구성
치과	명사	삶	치료 시설
치다01	동사	자연	기상 및 기후
치다01	동사	자연	기상 및 기후
치다01	동사	자연	기상 및 기후
치다02	동사	인간	신체 행위
치다02	동사	인간	신체 행위
치다02	동사	삶	여가 활동
치다02	동사	삶	여가 활동
치료	명사	삶	치료 행위
치료법	명사	삶	치료 행위
치마	명사	의생활	옷 종류
치매	명사	삶	병과 증상
치수01	명사	개념	모양
치아	명사	인간	신체 부위
치안	명사	정치와 행정	사법 및 치안 행위
치약	명사	주생활	생활용품
치욕	명사	인간	감정
치우다01	동사	주생활	가사 행위
치우다01	동사	주생활	가사 행위
치유	명사	삶	치료 행위
치즈	명사	식생활	식재료
치켜들다	동사	인간	신체 행위
치킨	명사	식생활	음식
치통	명사	삶	병과 증상
친-	접사	삶	친족 관계
친-	접사	인간	태도
친교	명사	사회생활	사회 활동
친구	명사	사회생활	인간관계
친근감	명사	인간	감정
친근하다	형용사	인간	감정
친딸	명사	삶	친족 관계
친밀	명사	인간	감정
친밀감	명사	인간	감정
친분	명사	사회생활	사회 생활 상태
친숙하다	형용사	인간	감정
친아들	명사	삶	친족 관계
친아버지	명사	삶	친족 관계
친어머니	명사	삶	친족 관계
친언니	명사	삶	친족 관계
친오빠	명사	삶	친족 관계
친절	명사	인간	태도
친족	명사	삶	친족 관계
친지	명사	삶	친족 관계
친척	명사	삶	친족 관계
친척	명사	삶	친족 관계
친하다	형용사	사회생활	인간관계
친화	명사	사회생활	사회 생활 상태
친화력	명사	인간	능력
칠01/칠02	수사/관형사	개념	수
칠십01/칠십02	수사/관형사	개념	수
칠월	명사	개념	시간
칠판	명사	교육	학습 관련 사물
침	명사	인간	생리 현상
침대	명사	주생활	생활용품
침략	명사	정치와 행정	정치 및 행정 행위
침묵	명사	사회생활	언어 행위
침실	명사	주생활	주택 구성
침착	명사	인간	태도
칫솔	명사	주생활	생활용품
칭찬	명사	사회생활	언어 행위
칭하다	동사	사회생활	언어 행위
카드	명사	사회생활	소통 수단
카드	명사	삶	여가 도구
카드	명사	경제생활	경제 수단
카레	명사	식생활	음식
카메라	명사	주생활	생활용품
카페	명사	식생활	식생활 관련 장소
칼	명사	식생활	조리 도구
칼국수	명사	식생활	음식
칼럼	명사	사회생활	매체
캄캄하다	형용사	개념	밝기
캐나다	명사	개념	지역
캐묻다	동사	사회생활	언어 행위
캠퍼스	명사	교육	학교 시설
캠페인	명사	사회생활	사회 활동
커다랗다	형용사	개념	모양
커트	명사	의생활	미용 행위
커튼	명사	주생활	생활용품
커플	명사	사회생활	인간관계
커피	명사	식생활	음료
커피숍	명사	식생활	식생활 관련 장소
컨디션	명사	인간	감정
컴퓨터	명사	주생활	생활용품
컵	명사	식생활	조리 도구
컵	명사	개념	세는 말
케이크	명사	식생활	음식
켜다01	동사	주생활	가사 행위
켜다02	동사	삶	여가 활동
켤레	의존명사	개념	세는 말
코01	명사	인간	신체 부위
코끼리	명사	동식물	동물류
코너	명사	개념	위치 및 방향
코미디	명사	사회생활	매체
코치	명사	사회생활	직업
코트01	명사	의생활	옷 종류
코트02	명사	삶	여가 시설
코피	명사	인간	생리 현상
콘도	명사	주생활	건물 종류
콘서트	명사	문화	대중문화
콜라	명사	식생활	음료
콜록콜록	부사	삶	병과 증상
콧날	명사	인간	신체 부위
콧등	명사	인간	신체 부위
콧물	명사	인간	생리 현상
콩	명사	식생활	곡류
콩나물	명사	식생활	식재료
쾌감	명사	인간	감정
쾌락	명사	인간	감정
쾌적하다	형용사	주생활	주거 상태
쿨쿨	부사	인간	생리 현상
퀴즈	명사	교육	교수 학습 행위
크기	명사	개념	모양
크다01/크다02	형용사/동사	개념	모양
크다01/크다02	형용사/동사	개념	모양
크리스마스	명사	개념	시간
큰길	명사	사회생활	교통 이용 장소
큰돈	명사	경제생활	경제 수단
큰딸	명사	삶	친족 관계
큰소리	명사	사회생활	언어 행위
큰소리치다	동사	사회생활	언어 행위
큰아들	명사	삶	친족 관계
큰아버지	명사	삶	친족 관계
큰어머니	명사	삶	친족 관계
클래식	명사	문화	음악
큼직하다	형용사	개념	모양
키01	명사	개념	모양
키01	명사	개념	모양
키04	명사	주생활	생활용품
키스	명사	인간	신체에 가하는 행위
킬로그램	의존명사	개념	세는 말
킬로미터	의존명사	개념	세는 말
타다02	동사	사회생활	교통 이용 행위
타다02	동사	삶	여가 활동
타다03	동사	식생활	식사 및 조리 행위
타이르다	동사	사회생활	언어 행위
타인	명사	사회생활	인간관계
타협	명사	사회생활	언어 행위
탁구	명사	삶	여가 활동
탁월하다	형용사	인간	능력
탁자	명사	주생활	생활용품
탄산음료	명사	식생활	음료
탄생	명사	삶	삶의 행위
탄수화물	명사	교육	학문 용어
탈02	명사	삶	병과 증상
탈춤	명사	문화	전통문화
탐구	명사	교육	학문 행위
탐색	명사	교육	학문 행위
탑승	명사	사회생활	교통 이용 행위
탑승객	명사	인간	사람의 종류
탕수육	명사	식생활	음식
태국	명사	개념	지역
태권도	명사	삶	여가 활동
태도	명사	인간	태도
태도	명사	인간	태도
태아	명사	인간	사람의 종류
태양	명사	자연	천체
태어나다	동사	삶	삶의 행위
태우다02	동사	사회생활	교통 이용 행위
태풍	명사	자연	재해
택배	명사	사회생활	소통 수단
택시	명사	사회생활	교통수단
탤런트	명사	문화	문화 활동 주체
터01	명사	개념	위치 및 방향
터득	명사	인간	인지 행위
터미널	명사	사회생활	교통 이용 장소
턱01	명사	인간	신체 부위
털	명사	인간	신체 부위
털어놓다	동사	사회생활	언어 행위
털옷	명사	의생활	옷 종류
테니스	명사	삶	여가 활동
테니스장	명사	삶	여가 시설
테스트01	명사	교육	교수 학습 행위
테이블00	명사	주생활	생활용품
텔레비전	명사	주생활	생활용품
토02	명사	개념	시간
토끼	명사	동식물	동물류
토론	명사	사회생활	언어 행위
토마토	명사	식생활	채소
토양	명사	자연	지표면 사물
토요일	명사	개념	시간
토의	명사	사회생활	언어 행위
토지	명사	자연	지형
토하다	동사	삶	병과 증상
톤01	의존명사	개념	세는 말
통06	의존명사	개념	세는 말
통계청00	명사	정치와 행정	정치 및 행정 주체
통로	명사	사회생활	교통 이용 장소
통보	명사	사회생활	언어 행위
통상01	명사	경제생활	경제 행위
통신	명사	사회생활	통신 행위
통역	명사	사회생활	언어 행위
통장	명사	경제생활	경제 수단
통조림	명사	식생활	음식
통증	명사	삶	병과 증상
통치	명사	정치와 행정	정치 및 행정 행위
통통하다	형용사	인간	용모
통학	명사	교육	교수 학습 행위
통행	명사	사회생활	교통 이용 행위
통화01	명사	경제생활	경제 수단
통화02	명사	사회생활	통신 행위
퇴근	명사	사회생활	직장 생활
퇴원	명사	삶	치료 행위
퇴직	명사	사회생활	사회 활동
퇴직금	명사	경제생활	경제 수단
투명	명사	개념	성질
투박하다	형용사	개념	성질
투자	명사	경제생활	경제 행위
투정	명사	사회생활	언어 행위
투철하다	형용사	인간	태도
투표	명사	정치와 행정	정치 및 행정 행위
퉁퉁01	부사	삶	병과 증상
튀기다02	동사	식생활	식사 및 조리 행위
튀김	명사	식생활	음식
트럭	명사	사회생활	교통수단
트로트	명사	문화	음악
트림	명사	인간	생리 현상
트집	명사	사회생활	언어 행위
특강	명사	교육	교수 학습 행위
특기01	명사	인간	능력
특성	명사	인간	능력
튼튼하다	형용사	인간	체력 상태
튼튼히	부사	개념	성질
틈01/틈02	명사/의존명사	개념	시간
틈틈이	부사	개념	빈도
티격태격하다	동사	사회생활	사회 생활 상태
티셔츠	명사	의생활	옷 종류
팀원00	명사	사회생활	직위
팀장	명사	사회생활	직위
파01	명사	식생활	식재료
파견	명사	사회생활	직장 생활
파도	명사	자연	기상 및 기후
파란만장	명사	삶	삶의 상태
파란색	명사	개념	색깔
파랑01	명사	개념	색깔
파랗다	형용사	개념	색깔
파마	명사	의생활	미용 행위
파업	명사	사회생활	직장 생활
파이프	명사	주생활	주택 구성
파출소	명사	정치와 행정	공공 기관
파트너	명사	사회생활	인간관계
파티	명사	사회생활	사회 행사
파하다	동사	교육	교수 학습 행위
판03	명사	개념	세는 말
판결	명사	정치와 행정	사법 및 치안 행위
판단	명사	인간	인지 행위
판매	명사	경제생활	경제 행위
판매량	명사	경제생활	경제 상태
판사	명사	정치와 행정	사법 및 치안 주체
판소리	명사	문화	전통문화
판촉	명사	경제생활	경제 행위
팔01	명사	인간	신체 부위
팔02/팔03	수사/관형사	개념	수
팔꿈치	명사	인간	신체 부위
팔다	동사	경제생활	경제 행위
팔리다	동사	경제생활	경제 행위
팔방미인	명사	인간	능력
팔십01/팔십02	수사/관형사	개념	수
팔아먹다	동사	경제생활	경제 행위
팔월	명사	개념	시간
팔짱	명사	인간	신체 행위
팥	명사	식생활	곡류
패다02	동사	인간	신체에 가하는 행위
패배	명사	사회생활	사회 활동
패션	명사	의생활	옷 종류
패션쇼	명사	문화	문화 활동
패스트푸드	명사	식생활	음식
패자	명사	사회생활	인간관계
팬티	명사	의생활	옷 종류
퍼센트	의존명사	개념	정도
퍽02	부사	개념	정도
페이지	명사	개념	세는 말
펭귄	명사	동식물	동물류
편05	의존명사	개념	세는 말
편견	명사	인간	인지 행위
편두통	명사	삶	병과 증상
편식	명사	식생활	식사 및 조리 행위
편안	명사	인간	감정
편의점	명사	경제생활	경제 행위 장소
편지	명사	사회생활	소통 수단
편찮다	형용사	인간	체력 상태
평01	의존명사	개념	세는 말
평02	명사	사회생활	언어 행위
평가	명사	사회생활	언어 행위
평균	명사	개념	정도
평론	명사	사회생활	언어 행위
평범하다	형용사	인간	용모
평상시	명사	개념	시간
평생	명사	개념	시간
평소	명사	개념	시간
평야	명사	자연	지형
평일	명사	개념	시간
평지	명사	자연	지형
평평하다	형용사	개념	모양
폐01	명사	인간	신체 내부 구성
폐렴	명사	삶	병과 증상
폐장	명사	경제생활	경제 행위
폐활량	명사	인간	체력 상태
포근하다	형용사	자연	기상 및 기후
포기01	명사	개념	세는 말
포도	명사	식생활	과일
포도주	명사	식생활	음료
포장마차	명사	경제생활	경제 행위 장소
포크	명사	식생활	조리 도구
폭	명사	개념	모양
폭격	명사	정치와 행정	정치 및 행정 행위
폭넓다	형용사	개념	모양
폭등	명사	경제생활	경제 상태
폭락	명사	경제생활	경제 상태
폭력	명사	정치와 행정	사법 및 치안 행위
폭력적01∙폭력적02	관형사∙명사	인간	태도
폭로	명사	사회생활	언어 행위
폭설	명사	자연	기상 및 기후
폭식	명사	식생활	식사 및 조리 행위
폭염	명사	자연	기상 및 기후
폭우	명사	자연	기상 및 기후
폭탄	명사	정치와 행정	무기
폭포	명사	자연	지형
폭풍	명사	자연	기상 및 기후
폭행	명사	정치와 행정	사법 및 치안 행위
